Agency,County,Description,Image,Name,Price
West Usa Realty,Mesa,"Mesa, AZ 85207",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,8514 E Oak Street,"$3,990,000"
"Louis L. Turner Commercial Investments, Inc.",Mesa,"Mesa, AZ 85207",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,3542 N Crystal Peak Circle,"$3,795,000"
Realty One Group,Mesa,"Mesa, AZ 85215",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,3905 E Mallory Circle,"$3,195,000"
Russ Lyon Sotheby's International Realty,Mesa,"Mesa, AZ 85207",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,8812 E Palm Lane,"$3,000,000"
Keller Williams Realty East Valley,Mesa,"Mesa, AZ 85213",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,1440 N Citrus Cove Circle,"$2,850,000"
Arizona Home Source Realty,Mesa,"Mesa, AZ 85207",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,3111 N 80th Street,"$2,699,000"
Hague Partners,Mesa,"Mesa, AZ 85215",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,3622 E Mallory Circle,"$2,450,000"
Hague Partners,Mesa,"Mesa, AZ 85205",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,3745 E Julep Street,"$2,300,000"
Exp Realty,Mesa,"Mesa, AZ 85205",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,1440 N 40th Street #4,"$2,299,000"
Coldwell Banker Realty,Mesa,"Mesa, AZ 85215",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2553 N Maple Street,"$2,250,000"
Desert Canyon Properties,Maricopa,"Maricopa, AZ 85139",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,49749 W Pampas Grass Road,"$775,000"
Hague Partners,Maricopa,"Maricopa, AZ 85139",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,53862 W Barrel Road,"$749,000"
Limitless Real Estate,Maricopa,"Maricopa, AZ 85139",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,9563 N Bottlebrush Road,"$699,000"
Yay Realty,Maricopa,"Maricopa, AZ 85138",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,42515 W Bravo Drive,"$669,000"
Local Luxury Real Estate,Maricopa,"Maricopa, AZ 85138",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,21860 N Olson Court,"$660,000"
West Usa Realty,Maricopa,"Maricopa, AZ 85139",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,10502 N Candido Road,"$655,000"
Homesmart Premier,Maricopa,"Maricopa, AZ 85138",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,14841 N Sapphire Avenue,"$650,000"
"Cactus Mountain Properties, Llc",Maricopa,"Maricopa, AZ 85138",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,42508 W Blue Suede Shoes Lane,"$650,000"
The Maricopa Real Estate Co,Maricopa,"Maricopa, AZ 85138",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,40751 W Hall Drive,"$629,900"
Trelora Realty,Maricopa,"Maricopa, AZ 85138",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,21676 N Backus Drive,"$625,000"
Richmond American Homes,Maricopa,"Maricopa, AZ 85138",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,40877 W Desert Fairways Drive,"$624,995"
West Usa Realty,Maricopa,"Maricopa, AZ 85138",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,19315 N Toya Street,"$600,000"
Coldwell Banker Realty,Mayer,"Mayer, AZ 86333",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,20658 E Zaragoza Drive,"$210,000"
Realty One Group Mt Desert,Mayer,"Mayer, AZ 86333",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,20824 E Park View Lane,"$240,000"
"Real Broker Az, Llc",Mayer,"Mayer, AZ 86333",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,20166 E Tonelea Trail,"$435,000"
West Usa Realty Of Prescott,Mayer,"Mayer, AZ 86333",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,20049 E Lakeside Road,"$324,900"
Realty One Group Mount. Desert,Mayer,"Mayer, AZ 86333",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,22500 Bumble Bee Road,"$266,000"
Usa Real Estate & Prop Mgt Llc,Mayer,"Mayer, AZ 86333",,20969 E Black Rock Trail,"$279,000"
Cma Realty,Mayer,"Mayer, AZ 86333",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,20286-98 E Bear Canyon Road,"$274,900"
Keller Williams Arizona Realty,Mayer,"Mayer, AZ 86333",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,20587 E Concho Lane,"$239,000"
My Home Group,Mayer,"Mayer, AZ 86333",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,19534 E Ironwood Drive,"$360,000"
Keller Williams Arizona Realty,Mayer,"Mayer, AZ 86333",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,9675 Sunset Drive,"$290,000"
Realty One Group Mt Desert,Mayer,"Mayer, AZ 86333",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,20535 E Prickly Pear Drive,"$140,000"
Usa Real Estate & Prop Mgt Llc,Mayer,"Mayer, AZ 86333",,20953 E Black Rock Trail,"$279,000"
West Usa Realty,Wittmann,"Wittmann, AZ 85361",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,21305 W Restin Road,"$1,800,000"
RE/MAX Desert Showcase,Wittmann,"Wittmann, AZ 85361",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,24235 W Pinnacle Vista Drive,"$1,399,899"
Realty One Group,Wittmann,"Wittmann, AZ 85361",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,32614 N 227 Th Ave Avenue,"$1,250,000"
Realty One Group,Wittmann,"Wittmann, AZ 85361",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,28828 N 225th Avenue,"$990,000"
Western Az Ranch & Real Estate Llc,Wittmann,"Wittmann, AZ 85361",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,28725 N 210th Avenue,"$985,000"
"Weichert, Realtors - Peak Performance",Wittmann,"Wittmann, AZ 85361",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,29415 N 259th Avenue,"$899,000"
Liberty Properties & Associates,Wittmann,"Wittmann, AZ 85361",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,25842 W Radford Road,"$867,000"
Caruso Real Estate,Wittmann,"Wittmann, AZ 85361",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,29602 N 224th Drive,"$863,592"
Realty One Group,Wittmann,"Wittmann, AZ 85361",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,27908 N 256th Avenue,"$799,999"
Caruso Real Estate,Wittmann,"Wittmann, AZ 85361",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,29515 N 224th Drive,"$795,100"
Caruso Real Estate,Wittmann,"Wittmann, AZ 85361",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,29604 N 223rd Drive,"$762,650"
Caruso Real Estate,Wittmann,"Wittmann, AZ 85361",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,29619 N 224th Drive,"$757,488"
Arizona Legends Realty,Wickenburg,"Wickenburg, AZ 85390",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,35302 S Quail Run Trail,"$3,400,000"
Berkshire Hathaway Homeservices Arizona Properties,Wickenburg,"Wickenburg, AZ 85390",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2061 Condor Road,"$2,900,000"
Homesmart,Wickenburg,"Wickenburg, AZ 85390",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,1490 W Whiskey Way,"$2,699,000"
Homesmart,Wickenburg,"Wickenburg, AZ 85390",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2015 N Jack Burden Road,"$2,495,000"
My Home Group Real Estate,Wickenburg,"Wickenburg, AZ 85390",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,4620 Desert Willow Drive,"$2,400,000"
Century 21 Northwest,Wickenburg,"Wickenburg, AZ 85390",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,1310 Kenrick Drive,"$1,375,000"
Century 21 Arizona West,Wickenburg,"Wickenburg, AZ 85390",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,1065 Buckboard Trail,"$1,350,000"
Jason Mitchell Real Estate,Wickenburg,"Wickenburg, AZ 85390",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,34XXX S State Route 89 Highway,"$1,250,000"
Jason Mitchell Real Estate,Wickenburg,"Wickenburg, AZ 85390",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,35XXX S State Route 89 Highway,"$1,250,000"
Jason Mitchell Real Estate,Wickenburg,"Wickenburg, AZ 85390",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,33XXX S State Route 89 Highway,"$1,250,000"
Jason Mitchell Real Estate,Wickenburg,"Wickenburg, AZ 85390",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,32XXX S State Route 89 Highway,"$1,250,000"
Platinum Living Realty,Wickenburg,"Wickenburg, AZ 85390",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,1650 W Hillside Drive,"$1,150,000"
My Home Group Real Estate,Youngtown,"Youngtown, AZ 85363",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,11574 W Duran Avenue,"$499,900"
"Real Broker Az, Llc",Youngtown,"Youngtown, AZ 85363",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,10493 N 115th Drive,"$470,000"
My Home Group Real Estate,Youngtown,"Youngtown, AZ 85363",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,11641 W Longley Lane,"$440,000"
RE/MAX Fine Properties,Youngtown,"Youngtown, AZ 85363",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,10388 N 116th Lane,"$420,000"
Keller Williams Realty East Valley,Youngtown,"Youngtown, AZ 85363",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,11574 W Brown Street,"$407,000"
"Opendoor Brokerage, Llc",Youngtown,"Youngtown, AZ 85363",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,11651 W Hackbarth Drive,"$403,000"
Provident Partners Realty,Youngtown,"Youngtown, AZ 85363",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,11579 W Mountain View Road,"$390,000"
West Usa Realty,Youngtown,"Youngtown, AZ 85363",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,11533 W Retheford Road,"$380,000"
My Home Group Real Estate,Youngtown,"Youngtown, AZ 85363",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,11415 N 113th Drive,"$369,900"
Prosmart Realty,Youngtown,"Youngtown, AZ 85363",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,11412 N 114th Avenue,"$362,500"
"Opendoor Brokerage, Llc",Youngtown,"Youngtown, AZ 85363",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,11631 W Carol Avenue,"$346,000"
Century 21 Arizona Foothills,Youngtown,"Youngtown, AZ 85363",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,11615 W Vogel Avenue,"$335,000"
Homesmart,Waddell,"Waddell, AZ 85355",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,7220 N 185th Avenue,"$2,955,000"
Real Property Advocate Group,Waddell,"Waddell, AZ 85355",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,7510 N Cotton Lane,"$1,399,999"
My Home Group Real Estate,Waddell,"Waddell, AZ 85355",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,17500 W Cheryl Drive,"$1,300,000"
Hague Partners,Waddell,"Waddell, AZ 85355",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,19317 W Echo Lane,"$1,095,000"
Exp Realty,Waddell,"Waddell, AZ 85355",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,18032 W North Lane,"$1,050,000"
Platinum Living Realty,Waddell,"Waddell, AZ 85355",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,19412 W Echo Lane,"$998,500"
Iannelli And Associates,Waddell,"Waddell, AZ 85355",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,6009 N 175th Avenue,"$989,000"
West Usa Realty,Waddell,"Waddell, AZ 85355",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,6027 N 186th Avenue,"$949,000"
Realty One Group,Waddell,"Waddell, AZ 85355",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,7826 N 185th Avenue,"$899,000"
Savage-Walker Realty,Waddell,"Waddell, AZ 85355",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,17215 W Las Palmaritas Drive,"$888,000"
"Homes Arizona Real Estate, Llc",Waddell,"Waddell, AZ 85355",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,6242 N 183 Avenue,"$875,000"
Homesmart,Waddell,"Waddell, AZ 85355",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,7916 N Cotton Lane,"$860,000"
Keller Williams Southern Arizona,Vail,"Vail, AZ 85641",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,14218 E Hub Dr,"$470,000"
Long Realty Company,Vail,"Vail, AZ 85641",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,14007 E Via Cerro Del Molino,"$432,000"
Long Realty Company,Vail,"Vail, AZ 85641",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,13986 E Stanhope Blvd,"$419,900"
Realty Executives Arizona Territory,Vail,"Vail, AZ 85641",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,12378 Agua Verde Rd,"$335,000"
Realty One Group Integrity,Vail,"Vail, AZ 85641",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,461 E Cactus Mountain Dr,"$270,000"
"Opendoor Brokerage, Llc",Vail,"Vail, AZ 85641",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,13191 E Alley Spring Dr,"$337,000"
Long Realty Company,Vail,"Vail, AZ 85641",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,11019 E Pima Creek Dr,"$410,000"
Realtyfelix.Com Llc,Vail,"Vail, AZ 85641",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,3210 E Mescalero Dr,"$775,000"
Coldwell Banker Realty,Vail,"Vail, AZ 85641",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,17180 S Scarlet Cliff Place,"$399,000"
Coldwell Banker Realty,Vail,"Vail, AZ 85641",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,7635 S Pistol Hill Rd,"$417,500"
RE/MAX Select,Vail,"Vail, AZ 85641",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,14251 E Yellow Sage Ln,"$365,000"
Long Realty Company,Vail,"Vail, AZ 85641",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,14056 E Huppenthal Blvd,"$459,900"
United Real Estate Specialists,Tucson,"Tucson, AZ 85743",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,7459 W Mystic Sky Ln,"$520,000"
Keller Williams Southern Arizona,Tucson,"Tucson, AZ 85749",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2570 N Tanque Verde Village Place,"$875,000"
Diamond King Realty,Tucson,"Tucson, AZ 85730",,7749 E Rhiannon Dr,"$280,000"
United Real Estate Specialists,Tucson,"Tucson, AZ 85710",,9101 E 28th St,"$380,000"
Long Realty Company,Tucson,"Tucson, AZ 85718",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,1502 E Moonridge Rd,"$940,000"
Exp Realty 40,Tucson,"Tucson, AZ 85741",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,3375 W Broward Trl,"$379,000"
Homesmart Advantage Group,Tucson,"Tucson, AZ 85750",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,5189 N Via La Doncella,"$599,900"
Realty Executives Arizona Territory,Tucson,"Tucson, AZ 85712",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,5056 E Lee St,"$180,000"
"Diamondback Real Estate, Llc",Tucson,"Tucson, AZ 85748",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,9710 E 2nd St,"$230,000"
Keller Williams Southern Arizona,Tucson,"Tucson, AZ 85712",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,1600 N Wilmot Rd,"$115,000"
Exp Realty 06,Tucson,"Tucson, AZ 85711",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,415 N Desert Stravenue,"$495,000"
Keller Williams Southern Arizona,Tucson,"Tucson, AZ 85711",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,5426 E 20th St,"$280,000"
Realty Executives Arizona Territory,Tubac,"Tubac, AZ 85646",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,5 Fairway Villas,"$550,000"
Century 21 Success Realty,Tubac,"Tubac, AZ 85646",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,21 Avenida De Otero,"$1,200,000"
Tierra Antigua Realty,Tubac,"Tubac, AZ 85646",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,102 Sutter Place,"$455,000"
Realty Executives Arizona Territory,Tubac,"Tubac, AZ 85646",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,203 Post Way,"$299,000"
Realty One Group Integrity,Tubac,"Tubac, AZ 85646",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,126 Geary Rd,"$610,000"
Realty Executives Arizona Territory,Tubac,"Tubac, AZ 85646",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,49 Tres De Mayo,"$285,000"
Tierra Antigua Realty,Tubac,"Tubac, AZ 85646",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,20 Tierra Libre Ct,"$645,000"
"Real Broker Az, Llc",Tubac,"Tubac, AZ 85646",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,25 Calle Iglesia,"$350,000"
Russ Lyon Sotheby's International Realty,Tubac,"Tubac, AZ 85646",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2143 Embarcadero Way,"$499,000"
Realty Executives Arizona Territory,Tubac,"Tubac, AZ 85646",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2218 Paseo Tumacacori,"$410,000"
Homesmart Pros Real Estate,Tubac,"Tubac, AZ 85646",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2356 Circulo De Anza,"$775,000"
Realty Executives Arizona Territory,Tubac,"Tubac, AZ 85646",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,9 Vista De Torres Ln,"$795,000"
Long Realty West Valley,Tonopah,"Tonopah, AZ 85354",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,35203 W Indian School Road,"$1,250,000"
Success Property Brokers,Tonopah,"Tonopah, AZ 85354",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2616 S 373rd Avenue,"$894,950"
Delex Realty,Tonopah,"Tonopah, AZ 85354",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,40811 W Georgia Avenue,"$725,000"
"Rockstar Realty Az, Llc",Tonopah,"Tonopah, AZ 85354",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,38941 W Buckeye Road,"$699,000"
Cozland Corporation,Tonopah,"Tonopah, AZ 85354",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,33324 W Sunland Avenue,"$565,000"
Emg Real Estate,Tonopah,"Tonopah, AZ 85354",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,4621 S 357th Avenue,"$525,000"
Realty City,Tonopah,"Tonopah, AZ 85354",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2417 N Saddle Vista Road,"$515,000"
Realty One Group,Tonopah,"Tonopah, AZ 85354",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2XXX S 361st Avenue,"$463,000"
Russ Lyon Sotheby's International Realty,Tonopah,"Tonopah, AZ 85354",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,7126 S Wintersburg Road,"$459,999"
Exp Realty,Tonopah,"Tonopah, AZ 85354",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,54114 W Eagletail Road,"$450,000"
Keller Williams Elite,Tonopah,"Tonopah, AZ 85354",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,4912 S 360th Avenue,"$449,500"
Best Homes Real Estate,Tonopah,"Tonopah, AZ 85354",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,424 S 356th Drive,"$444,875"
United Country Re Az Life Homes & Land,Tombstone,"Tombstone, AZ 85638",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,203 E Toughnut St,"$253,000"
Keller Williams Southern Arizona,Tombstone,"Tombstone, AZ 85638",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,111 S 14th St,"$239,900"
Arch Real Estate,Tombstone,"Tombstone, AZ 85638",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,4060 E Davis Ranch Rd,"$799,500"
Engel & Volkers Gilbert,Tombstone,"Tombstone, AZ 85638",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,1211 North Dr,"$219,000"
Keller Williams Realty Biltmor,Tombstone,"Tombstone, AZ 85638",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,10747 N Stagecoach Pass,"$439,900"
Coldwell Banker Realty,Tombstone,"Tombstone, AZ 85638",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,6673 W Gleeson Rd,"$710,000"
Mountain Lake Realty,Tolleson,"Tolleson, AZ 85353",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,6024 S 99th Avenue,"$1,795,000"
S&s Southwestern Management,Tolleson,"Tolleson, AZ 85353",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,6239 S El Mirage Road,"$695,500"
Homesmart,Tolleson,"Tolleson, AZ 85353",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,10802 W Southern Avenue,"$599,000"
My Home Group Real Estate,Tolleson,"Tolleson, AZ 85353",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,4115 S 97th Drive,"$569,000"
Valley Executives Real Estate,Tolleson,"Tolleson, AZ 85353",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,12221 W Kingman Street,"$549,000"
A.Z. & Associates,Tolleson,"Tolleson, AZ 85353",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,6247 S Avondale Boulevard,"$535,000"
Realty Executives,Tolleson,"Tolleson, AZ 85353",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2210 S 106th Avenue,"$534,900"
Realty One Group,Tolleson,"Tolleson, AZ 85353",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,9204 W Riverside Avenue,"$534,000"
Exp Realty,Tolleson,"Tolleson, AZ 85353",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,8909 W Jefferson Street,"$529,900"
West Usa Realty,Tolleson,"Tolleson, AZ 85353",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,10344 W Pima Street,"$525,000"
Coldwell Banker Realty,Tolleson,"Tolleson, AZ 85353",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,3016 S 104th Lane,"$525,000"
Marble Real Estate,Tolleson,"Tolleson, AZ 85353",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,11010 W Chipman Road,"$523,223"
Realty One Group,Tempe,"Tempe, AZ 85284",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2181 E La Vieve Lane,"$2,000,000"
Homesmart Lifestyles,Tempe,"Tempe, AZ 85284",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2059 E La Vieve Lane,"$1,850,000"
Keller Williams Realty East Valley,Tempe,"Tempe, AZ 85284",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2141 E La Vieve Lane,"$1,680,000"
Century 21 Arizona Foothills,Tempe,"Tempe, AZ 85284",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2165 E Caroline Lane,"$1,575,000"
Ran Realty & Property Management,Tempe,"Tempe, AZ 85281",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,120 E Rio Salado Parkway #703,"$1,500,000"
North & Co,Tempe,"Tempe, AZ 85284",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,1416 E Secretariat Drive,"$1,500,000"
Exp Realty,Tempe,"Tempe, AZ 85284",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,8267 S Pecan Grove Circle,"$1,320,000"
Blocks Brokerage Llc,Tempe,"Tempe, AZ 85284",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,1526 E La Vieve Lane,"$1,295,000"
