Agency,County,Description,Image,Name,Price
Realty Executives Az Territory,Prescott,"Prescott, AZ 86303",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,408 White Spar Road,"$433,000"
Better Homes And Gardens Real Estate Bloomtree Realty,Prescott,"Prescott, AZ 86301",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2848 Kendra Drive,"$300,000"
Realty Executives Az Territory,Prescott,"Prescott, AZ 86301",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,3070 Smokey Road,"$300,000"
Code Of The West Realty,Prescott,"Prescott, AZ 86305",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2841 Lake View Lane,"$599,000"
Klein Properties & Investment,Prescott,"Prescott, AZ 86303",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,338 Park Avenue,"$750,000"
Realty One Group Mt Desert,Prescott,"Prescott, AZ 86305",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,3 Iowa Claim,"$2,237,850"
Better Homes And Gardens Real Estate Bloomtree Realty,Prescott,"Prescott, AZ 86301",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,4770 E Catherine Drive,"$459,900"
Realty One Group Mt Desert,Prescott,"Prescott, AZ 86303",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,217 Creekside Circle,"$409,000"
Prescott Real Estate Advisors,Prescott,"Prescott, AZ 86301",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2386 River Trail Road,"$340,000"
Realty One Group Mtn Desert,Prescott,"Prescott, AZ 86303",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,1679 W Linger Lane,"$275,000"
Berkshire Hathaway Home Servic,Prescott,"Prescott, AZ 86305",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,301 Indian Hills,"$160,000"
Realty Executives Az Territory,Prescott,"Prescott, AZ 86305",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,5984 Goldenrod Way,"$585,000"
Realty Exec Az Territory,Prescott Valley,"Prescott Valley, AZ 86315",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,8454 Pepperbox Road,"$565,000"
Realty One Group Mt Desert,Prescott Valley,"Prescott Valley, AZ 86327",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,744 N Mesquite Tree Drive,"$280,000"
Berkshire Hathaway Home Servic,Prescott Valley,"Prescott Valley, AZ 86314",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,6053 E Beecher Loop,"$497,500"
"Real Broker Az, Llc",Prescott Valley,"Prescott Valley, AZ 86314",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,3355 N Tower Road,"$379,000"
RE/MAX Mountain Properties,Prescott Valley,"Prescott Valley, AZ 86314",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,6040 N Bridge Circle,"$560,000"
RE/MAX Professionals,Prescott Valley,"Prescott Valley, AZ 86314",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,4844 N Miner Road,"$385,000"
National Realty Of Arizona,Prescott Valley,"Prescott Valley, AZ 86315",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,6688 E Kona Way,"$865,000"
Mandalay Homes Realty Llc,Prescott Valley,"Prescott Valley, AZ 86314",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,5744 E Killen Loop,"$498,277"
Fsr Realty,Prescott Valley,"Prescott Valley, AZ 86314",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,8920 E Navajo Court,"$419,900"
Glow Realty,Prescott Valley,"Prescott Valley, AZ 86314",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,4755 N Yorkshire Loop,"$700,000"
Realty One Group Mt Desert,Prescott Valley,"Prescott Valley, AZ 86315",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,7714 N Winding Trail,"$423,000"
West Usa Realty Of Prescott,Prescott Valley,"Prescott Valley, AZ 86315",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,7072 Robin Nest Court Court,"$619,000"
RE/MAX Fine Properties,Peoria,"Peoria, AZ 85383",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,7979 W Expedition Way,"$5,900,000"
Lake Pleasant Real Estate,Peoria,"Peoria, AZ 85383",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,30715 N 118th Lane,"$2,299,000"
"Universal Realty, Llc",Peoria,"Peoria, AZ 85383",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,24380 N 72nd Avenue,"$1,990,000"
Platinum Living Realty,Peoria,"Peoria, AZ 85383",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,9312 W Happy Valley Road,"$1,895,000"
West Usa Realty,Peoria,"Peoria, AZ 85383",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,7074 W Celestine Drive,"$1,795,000"
RE/MAX Desert Showcase,Peoria,"Peoria, AZ 85383",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,7387 W Villa Lindo Drive,"$1,736,000"
Howe Realty,Peoria,"Peoria, AZ 85383",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,23251 N 75th Drive,"$1,575,000"
Ips Realty,Peoria,"Peoria, AZ 85383",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,24431 N 85th Avenue,"$1,499,900"
Delex Realty,Peoria,"Peoria, AZ 85383",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,28159 N 128th Drive,"$1,430,000"
Lake Pleasant Real Estate,Peoria,"Peoria, AZ 85383",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,12580 W Tyler Trail,"$1,399,000"
Amp Real Estate,Peoria,"Peoria, AZ 85383",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,9473 W Jj Ranch Road,"$1,325,000"
My Home Group Real Estate,Peoria,"Peoria, AZ 85383",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,10524 W Electra Lane,"$1,269,900"
Launch Real Estate,Phoenix,"Phoenix, AZ 85016",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,42 Biltmore Estate,"$8,900,000"
America One Luxury Real Estate,Phoenix,"Phoenix, AZ 85018",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,4951 E Rockridge Road,"$7,995,000"
Engel & Voelkers Scottsdale,Phoenix,"Phoenix, AZ 85018",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,4607 N Hilltop Road,"$7,950,000"
Launch Real Estate,Phoenix,"Phoenix, AZ 85018",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,4550 N Rubicon Avenue,"$6,950,000"
Realty Executives,Phoenix,"Phoenix, AZ 85018",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,5400 E Valle Vista Road #6,"$6,500,000"
Russ Lyon Sotheby's International Realty,Phoenix,"Phoenix, AZ 85016",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2020 E Bethany Home Road,"$5,950,000"
Hunt Real Estate Era,Phoenix,"Phoenix, AZ 85018",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,4715 E Calle Del Medio,"$5,790,000"
Russ Lyon Sotheby's International Realty,Phoenix,"Phoenix, AZ 85018",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,5724 N Echo Canyon Drive,"$5,295,000"
Retsy,Phoenix,"Phoenix, AZ 85018",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,5950 N Echo Canyon Drive,"$5,175,000"
Homesmart,Phoenix,"Phoenix, AZ 85013",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,620 W Lawrence Road,"$4,500,000"
Retsy,Phoenix,"Phoenix, AZ 85018",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,4609 N Borgatello Lane,"$4,395,000"
Platinum Living Realty,Phoenix,"Phoenix, AZ 85016",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2 Biltmore Estate #313,"$4,295,000"
Realty Executives,Payson,"Payson, AZ 85541",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,3111 E Indian Ruin,"$2,499,000"
Era-Young Realty & Investment,Payson,"Payson, AZ 85541",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2800 E Rim Club Drive,"$2,495,000"
West Usa Realty,Payson,"Payson, AZ 85541",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,1806 E Senna Point,"$2,200,000"
Keller Williams Arizona Realty,Payson,"Payson, AZ 85541",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,807 N Blazing Star Circle,"$1,995,000"
Delex Realty,Payson,"Payson, AZ 85541",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2305 E Blue Bell Circle,"$1,775,000"
Coldwell Banker Bishop Realty,Payson,"Payson, AZ 85541",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,745 E Del Chi Drive,"$1,650,000"
Realty One Group,Payson,"Payson, AZ 85541",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,415 E Rim Estates Trail,"$1,599,900"
Coldwell Banker Bishop Realty,Payson,"Payson, AZ 85541",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,310 W Latigo Lane,"$1,500,000"
Homesmart,Payson,"Payson, AZ 85541",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,403 N Grapevine Drive,"$1,450,000"
Hughes Realty & Investments,Payson,"Payson, AZ 85541",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,1807 E Cliff Rose Drive,"$1,400,000"
Realty Executives Arizona Territory,Payson,"Payson, AZ 85541",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,1409 E Graham Ranch Trail,"$1,389,000"
Integra Rim Country Real Estate,Payson,"Payson, AZ 85541",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,112 S Crescent Moon,"$1,190,000"
Cma Realty,Paulden,"Paulden, AZ 86334",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,26260 N Sonoma Court,"$429,900"
My Home Group,Paulden,"Paulden, AZ 86334",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,350 Big Chino Road,"$189,500"
"Congress Realty, Inc.",Paulden,"Paulden, AZ 86334",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,25862 Riesling Lane,"$479,900"
"Congress Realty, Inc.",Paulden,"Paulden, AZ 86334",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,25820 N Merlot Lane,"$818,298"
Keller Williams Arizona Realty,Paulden,"Paulden, AZ 86334",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2575 W Annie Road,"$299,000"
Realty One Group Mount. Desert,Paulden,"Paulden, AZ 86334",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,27360 N Miracle Lane,"$340,000"
Cma Realty,Paulden,"Paulden, AZ 86334",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,4490 W Triumph Trail,"$489,000"
Realty One Group Mt Desert,Paulden,"Paulden, AZ 86334",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,21900 N Wrangler Trail,"$279,000"
Winn Realty,Paulden,"Paulden, AZ 86334",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,26250 N Outback Trail,"$999,900"
My Home Group,Paulden,"Paulden, AZ 86334",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,340 W Big Chino Road,"$199,500"
Realty One Group Mt Desert,Paulden,"Paulden, AZ 86334",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,22527 N Malapai Ridge Road,"$599,000"
"Delex Realty, Llc 001",Paulden,"Paulden, AZ 86334",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2880 W Pilots Rest Airstrip,"$469,900"
West Usa Realty,Paradise Valley,"Paradise Valley, AZ 85253",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,5247 N Invergordon Road,"$30,000,000"
Russ Lyon Sotheby's International Realty,Paradise Valley,"Paradise Valley, AZ 85253",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,6044 N 44th Place,"$22,500,000"
Engel & Voelkers Scottsdale,Paradise Valley,"Paradise Valley, AZ 85253",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,5724 E Mockingbird Lane,"$19,999,888"
Walt Danley Christie's International Real Estate,Paradise Valley,"Paradise Valley, AZ 85253",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,7540 N Red Ledge Drive,"$19,500,000"
Local Board Real Estate,Paradise Valley,"Paradise Valley, AZ 85253",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,6441 E Cheney Drive,"$16,000,000"
Russ Lyon Sotheby's International Realty,Paradise Valley,"Paradise Valley, AZ 85253",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,8100 N 68th Street,"$16,000,000"
Retsy,Paradise Valley,"Paradise Valley, AZ 85253",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,6112 N Paradise View Drive,"$16,000,000"
Launch Real Estate,Paradise Valley,"Paradise Valley, AZ 85253",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,5405 E Mcdonald Drive,"$15,000,000"
Russ Lyon Sotheby's International Realty,Paradise Valley,"Paradise Valley, AZ 85253",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,6659 E Indian Bend Road,"$14,000,000"
My Home Group Real Estate,Paradise Valley,"Paradise Valley, AZ 85253",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,7155 E Oakmont Drive,"$13,000,000"
Russ Lyon Sotheby's International Realty,Paradise Valley,"Paradise Valley, AZ 85253",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,7004 N Invergordon Road,"$12,950,000"
Launch Real Estate,Paradise Valley,"Paradise Valley, AZ 85253",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,7533 N 70th Street,"$12,895,000"
Diane Dahlin's Pine Rim Realty,Overgaard,"Overgaard, AZ 85933",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2749 Sunflower Drive,"$475,000"
Realty One Group,Overgaard,"Overgaard, AZ 85933",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2688 Palomino Trail,"$365,000"
"West Valley Real Estate, Inc.",Overgaard,"Overgaard, AZ 85933",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,3146 Tonto Drive,"$269,000"
Diane Dahlin's Pine Rim Realty,Overgaard,"Overgaard, AZ 85933",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2074 Thousand Pines Drive,"$329,900"
Diane Dahlin's Pine Rim Realty,Overgaard,"Overgaard, AZ 85933",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2108 Bluejay Road,"$189,500"
West Usa Realty,Overgaard,"Overgaard, AZ 85933",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2179 Rainbow Trail,"$275,000"
Keller Williams Realty East Valley,Overgaard,"Overgaard, AZ 85933",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2343 Dovetail Trail,"$759,900"
West Usa Realty,Overgaard,"Overgaard, AZ 85933",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2904 Cedar Ridge Circle,"$570,000"
Mountain Retreat Realty Expert,Overgaard,"Overgaard, AZ 85933",,3533 Quail Run Road,"$250,000"
West Usa Realty,Overgaard,"Overgaard, AZ 85933",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2291 Earhart Circle,"$469,000"
Diane Dahlin's Pine Rim Realty,Overgaard,"Overgaard, AZ 85933",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2728 Bain Trail,"$594,000"
Realtyonegroup Mountain Desert,Overgaard,"Overgaard, AZ 85933",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2853 Deer Trail,"$229,900"
My Home Group Real Estate,Litchfield Park,"Litchfield Park, AZ 85340",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,14209 W Valley View Drive,"$1,650,000"
Exp Realty,Litchfield Park,"Litchfield Park, AZ 85340",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,18835 W Indianola Avenue,"$1,500,000"
West Usa Realty,Litchfield Park,"Litchfield Park, AZ 85340",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,14123 W Greentree Drive,"$1,350,000"
My Home Group Real Estate,Litchfield Park,"Litchfield Park, AZ 85340",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,18029 W San Miguel Avenue,"$1,250,000"
Realty One Group,Litchfield Park,"Litchfield Park, AZ 85340",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,14147 W Greentree Drive,"$1,200,000"
Dream Home Realty Llc,Litchfield Park,"Litchfield Park, AZ 85340",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2917 N Katie Lane,"$1,199,900"
My Home Group Real Estate,Litchfield Park,"Litchfield Park, AZ 85340",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,18131 W Palo Verde Court,"$1,199,000"
Exp Realty,Litchfield Park,"Litchfield Park, AZ 85340",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,18042 W Denton Avenue,"$1,150,000"
Realty One Group,Litchfield Park,"Litchfield Park, AZ 85340",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,19943 W Minnezona Avenue,"$1,100,000"
Century 21 Arizona Foothills,Litchfield Park,"Litchfield Park, AZ 85340",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,17919 W Georgia Avenue,"$1,089,000"
My Home Group Real Estate,Litchfield Park,"Litchfield Park, AZ 85340",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,5621 N 179th Drive,"$1,070,000"
Realty One Group,Litchfield Park,"Litchfield Park, AZ 85340",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,18515 W Bethany Home Road,"$1,050,000"
My Home Group Real Estate,Laveen,"Laveen, AZ 85339",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,4310 W Ceton Drive,"$999,900"
Coldwell Banker Realty,Laveen,"Laveen, AZ 85339",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,3159 W Baseline Road,"$990,000"
Morgan Taylor Realty,Laveen,"Laveen, AZ 85339",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,32X5 W Carver Road,"$969,900"
West Usa Realty,Laveen,"Laveen, AZ 85339",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,3205 W Mcneil Street,"$900,000"
Mba Real Estate,Laveen,"Laveen, AZ 85339",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,4518 W Southern Avenue,"$890,900"
Jason Mitchell Real Estate,Laveen,"Laveen, AZ 85339",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,4544 W Gumina Avenue,"$849,000"
The Brokery,Laveen,"Laveen, AZ 85339",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,11810 S 43rd Avenue,"$845,000"
Denmar Realty,Laveen,"Laveen, AZ 85339",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,3015 W Latona Road #lot 3,"$825,000"
West Usa Realty,Laveen,"Laveen, AZ 85339",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,5238 W Piedmont Drive,"$810,000"
Mba Real Estate,Laveen,"Laveen, AZ 85339",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,5811 S 46th Avenue,"$768,900"
Morgan Taylor Realty,Laveen,"Laveen, AZ 85339",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,32X3 W Carver Road,"$729,400"
West Usa Realty,Laveen,"Laveen, AZ 85339",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,10107 S 44th Lane,"$698,900"
Homesmart,Kearny,"Kearny, AZ 85137",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,417 W Danbury Road,"$209,990"
"Desert View Realty, Llc",Kearny,"Kearny, AZ 85137",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,405 W Essex Road,"$189,000"
Hague Partners,Kearny,"Kearny, AZ 85137",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,18170 N Shipman Road,"$185,000"
Desert Mountain Realty,Kearny,"Kearny, AZ 85137",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,335 W Hartford Road,"$179,900"
West Usa Realty,Kearny,"Kearny, AZ 85137",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,312 W Hartford Road,"$170,000"
"Presidential Realty, Llc",Kearny,"Kearny, AZ 85137",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,314 W Greenwich Road,"$169,900"
Desert Mountain Realty,Kearny,"Kearny, AZ 85137",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,310 W Essex Road,"$169,900"
Desert Mountain Realty,Kearny,"Kearny, AZ 85137",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,414 W Jamestown Road,"$120,000"
Realty One Group Integrity,Kearny,"Kearny, AZ 85137",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,610 S York Drive,"$110,000"
Homesmart,Goodyear,"Goodyear, AZ 85338",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,7520 S Estrella Parkway,"$3,199,000"
Realty One Group,Goodyear,"Goodyear, AZ 85395",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,16779 W Holly Street,"$1,387,000"
Hunt Real Estate Era,Goodyear,"Goodyear, AZ 85338",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,8885 S San Angelo Street,"$1,245,000"
Exp Realty,Goodyear,"Goodyear, AZ 85338",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,17636 W Paseo Way,"$1,229,000"
Nexgen Real Estate,Goodyear,"Goodyear, AZ 85338",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,16605 W Pima Street,"$1,200,000"
West Usa Realty,Goodyear,"Goodyear, AZ 85395",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,16465 W Holly Street,"$1,199,000"
Realty One Group,Goodyear,"Goodyear, AZ 85395",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,16547 W Holly Street,"$1,195,000"
Berkshire Hathaway Homeservices Arizona Properties,Goodyear,"Goodyear, AZ 85395",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,3070 N 159th Drive,"$1,189,999"
Realty One Group,Goodyear,"Goodyear, AZ 85338",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,16607 W Mohave Street,"$1,100,000"
Realty One Group,Goodyear,"Goodyear, AZ 85338",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,18068 W Acacia Drive,"$965,000"
Southwest Preferred Properties,Goodyear,"Goodyear, AZ 85395",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,16680 W Roanoke Avenue,"$949,900"
Exp Realty,Goodyear,"Goodyear, AZ 85395",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,16426 W Alvarado Drive,"$945,000"
The Agency,Gold Canyon,"Gold Canyon, AZ 85118",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,3968 S Calle Medio A Celeste,"$3,850,000"
RE/MAX Alliance Group,Gold Canyon,"Gold Canyon, AZ 85118",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,3505 S First Water Trail,"$2,890,000"
Thomas Popa & Associates Llc,Gold Canyon,"Gold Canyon, AZ 85118",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,7814 E Wilderness Trail,"$2,750,000"
Thomas Popa & Associates Llc,Gold Canyon,"Gold Canyon, AZ 85118",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,8260 E Sunset View Drive,"$2,295,000"
Thomas Popa & Associates Llc,Gold Canyon,"Gold Canyon, AZ 85118",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,7035 E Juniper Village Drive,"$1,749,000"
"Lori Blank & Associates, Llc",Gold Canyon,"Gold Canyon, AZ 85118",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,4001 S Calle Medio A Celeste,"$1,675,000"
Keller Williams Integrity First,Gold Canyon,"Gold Canyon, AZ 85118",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,3529 S Kings Ranch Court #4,"$1,615,551"
"Lori Blank & Associates, Llc",Gold Canyon,"Gold Canyon, AZ 85118",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,8612 E Canyon Estates Circle,"$1,590,000"
Delex Realty,Gold Canyon,"Gold Canyon, AZ 85118",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,3888 S Iroquois Lane,"$1,500,000"
Thomas Popa & Associates Llc,Gold Canyon,"Gold Canyon, AZ 85118",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,4201 S Avenida De Angeles,"$1,500,000"
Delex Realty,Gold Canyon,"Gold Canyon, AZ 85118",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2587 S Edgemore Road,"$1,499,000"
